customer_id,customer_name,branch_code,branch_name,customer_pan_card_no,customer_adhar_card_no,date_of_birth,address,name_of_city,state_name,state_code,country,zip_code,mobile_no,kyc_status,risk_id,income_slab,kyc_number,crn_unique_id,account_type,nationality,sip_status,has_demat_account,demat_account_no,networth,sip_amount,age
542,Himmat Dube,148,Balurghat,7279822532,318977084995,1987-11-09,"H.No. 11, Loyal Street",48,WEST BENGAL,19,India,400542,4794556887,Pending,3,High,822811,ce113ab1-e290-4776-a300-bf1322234b0e,Current,Indian,Yes,No,,5032816.59,33178.93,63
543,Alisha Sandal,149,Banda,6547517909,577410585924,1978-10-31,"679
Sibal Marg",49,UTTAR PRADESH,9,India,400543,914335306482,Rejected,2,Medium,224748,f0f875e1-5e1f-482b-b569-9f5579e6bce5,Savings,Indian,Yes,Yes,7655263511.0,6422385.32,57377.35,78
544,Emir Bedi,150,Bankura,7542562560,470674455102,1996-06-12,"90
Mangal Street",50,WEST BENGAL,19,India,400544,910265534166,Rejected,1,High,327958,928e94e1-fb85-496d-a51e-cb41b7b508fb,Current,Indian,Yes,Yes,3963949402.0,243420.63,8841.3,18
545,Samaira Dixit,151,Bansberia,6626669021,687834474229,1973-09-30,"99/53
Kala",51,WEST BENGAL,19,India,400545,4222348664,Pending,3,High,739088,ba42b6fc-0ea5-4315-a459-574784398912,Current,Indian,Yes,No,,5720796.17,38597.96,60
546,Alisha Sani,152,Banswara,3343317190,507317318054,1979-12-04,"13
Saha",52,RAJASTHAN,8,India,400546,8957531565,Pending,2,Medium,161596,b40b48d4-cb70-49b8-aad5-8189c256934e,Current,Indian,No,No,,5789596.65,0.0,60
547,Aaina Balasubramanian,153,Baran,3610370687,103579899611,1980-03-03,"H.No. 92
Devan Chowk",53,RAJASTHAN,8,India,400547,3445081432,Verified,3,High,821310,81c215c0-209b-478f-aa2a-7f52c45a7021,Savings,Indian,Yes,No,,1486749.84,45212.0,59
548,Sara Babu,154,Baranagar,5943512146,353426084972,1987-03-18,"H.No. 319
Wadhwa Marg",54,WEST BENGAL,19,India,400548,912728740525,Pending,3,Medium,574304,c3a8be35-4880-4298-b72f-dccf3a75abf8,Current,Indian,No,No,,2496844.33,0.0,80
549,Drishya Chatterjee,155,Barasat,3776721350,543018888371,1965-05-13,"H.No. 031, Ahluwalia Ganj",55,WEST BENGAL,19,India,400549,4318271962,Rejected,2,High,651711,498dd52a-6f0c-4c96-be4f-662cdf21a846,Current,Indian,Yes,Yes,1956889656.0,7949966.41,35366.89,38
550,Aniruddh Johal,156,Baraut,5317811458,595677410811,1976-12-29,"357
Ray Zila",56,UTTAR PRADESH,9,India,400550,914992323416,Pending,4,Low,260324,34e5732a-6a4c-4656-9806-aa36d195b37c,Current,Indian,Yes,Yes,7719936949.0,3266568.8,31397.65,32
551,Mamooty Sood,157,Barddhaman,9062464662,280031565201,1974-02-18,"H.No. 119, Ahuja Circle",57,WEST BENGAL,19,India,400551,8865445430,Pending,3,High,339424,dbd8b1ce-794a-4b35-adcf-6bf0d674b6bf,Savings,Indian,No,No,,2369695.85,0.0,58
552,Yasmin Chowdhury,158,Bareilly,6104149943,481004539733,1984-11-05,"93/707
Sheth Zila",58,UTTAR PRADESH,9,India,400552,918131263438,Rejected,4,Low,597212,666f5c80-631f-4f9b-a7b0-4a7f4aa5f309,Savings,Indian,No,No,,9278606.29,0.0,39
553,Mohanlal Wason,159,Baripada Town,9477724135,678197197252,1972-06-05,"905, Arya Chowk",59,ORISSA,21,India,400553,4065199291,Verified,2,Medium,975743,b9937b40-eb84-41c3-8e22-4148bfdd78b2,Savings,Indian,No,Yes,9409538307.0,3689738.72,0.0,27
554,Ayesha Suri,160,Barnala,9947460576,732733088115,1970-11-15,"H.No. 08, Keer Chowk",60,PUNJAB,3,India,400554,7204957480,Verified,1,High,436994,14cb843d-a03e-4870-8734-b53bb2c1b938,Current,Indian,Yes,Yes,2398791608.0,101859.4,19718.24,19
555,Pihu Goyal,161,Barrackpur,9196284307,371070791766,1984-01-25,"381, Gour Ganj",61,WEST BENGAL,19,India,400555,910441640574,Rejected,2,High,228088,df002610-072c-434f-b71a-2b70d76c81d9,Savings,Indian,No,No,,1135736.67,0.0,28
556,Navya Butala,162,Barshi,7522507306,374450829511,1999-02-21,"94
Apte Ganj",62,MAHARASHTRA,27,India,400556,133460812,Verified,2,Medium,995031,462a7b88-5710-4ace-8503-cb441f8040ae,Savings,Indian,No,Yes,5543034709.0,128580.72,0.0,18
557,Madhav Aggarwal,163,Basirhat,3682942075,394034815529,1994-05-08,"89/92
Sachdeva Ganj",63,WEST BENGAL,19,India,400557,2537630673,Verified,2,Medium,159931,84c240fc-601f-49ad-b013-eeae33576f56,Current,Indian,Yes,Yes,1955573185.0,6058894.77,16636.07,37
558,Ahana  Trivedi,164,Basti,7629395948,965492720741,1977-01-09,"H.No. 425
Ratta Marg",64,UTTAR PRADESH,9,India,400558,9397573787,Pending,4,Medium,326403,4382644e-ae53-48f5-94d7-428eae7c9084,Current,Indian,No,Yes,3339700262.0,8277723.59,0.0,47
559,Samarth Sur,165,Batala,8402381295,667675427744,1965-12-21,"H.No. 211, Kaul Ganj",65,PUNJAB,3,India,400559,6914887018,Pending,4,Medium,370675,26156d1b-a084-4480-b488-27099f73f15f,Current,Indian,Yes,No,,178083.03,24610.92,24
560,Kashvi Dara,166,Bathinda,5235030417,621620929883,1988-02-21,"373, D’Alia Zila",66,PUNJAB,3,India,400560,9609098954,Pending,1,Medium,852002,e54568ce-e998-46a8-b278-4388ab9fc4f2,Current,Indian,Yes,No,,1939692.75,30345.79,27
561,Eshani Chopra,167,Beawar,4591325930,394996975351,1988-08-11,"20
Dada",67,RAJASTHAN,8,India,400561,1584386777,Pending,3,Low,494567,38df77f3-2df0-4fd5-a186-5315645bafa6,Savings,Indian,Yes,Yes,8213034407.0,2809068.41,25167.63,65
562,Advik Yadav,168,Begusarai,8016137167,964244002254,1992-03-26,"89
Dey Marg",68,BIHAR,10,India,400562,5469594792,Rejected,3,Medium,362666,18c1de85-b3cf-4982-90c3-267ab8d9003b,Current,Indian,No,No,,5939204.62,0.0,77
563,Manikya Tandon,169,Belgaum,2113970028,353282983843,1995-03-04,"H.No. 799
Luthra Path",69,KARNATAKA,29,India,400563,344858235,Pending,3,Medium,949362,55a23926-3007-408b-a4b3-00f61be790ab,Current,Indian,Yes,Yes,6028875987.0,5582619.98,10022.84,47
564,Damini Virk,170,Bellary,1126836120,207393429658,1970-11-08,"03/47, Tank Chowk",70,KARNATAKA,29,India,400564,913806392470,Rejected,4,Medium,236478,6b3785b8-e4f7-439e-8a43-4af3ce98c45f,Savings,Indian,No,No,,3948322.88,0.0,65
565,Devansh Ghose,171,Bengaluru,9750925650,484957927175,1973-10-26,"H.No. 82, Ramesh",71,KARNATAKA,29,India,400565,919100645230,Verified,3,Low,166735,4a12196c-772e-49a2-8876-d69bbecce0e9,Savings,Indian,No,No,,3740241.5,0.0,55
566,Pihu Kakar,172,Bettiah,9066470799,761584461768,1969-04-03,"42/12
Batta Chowk",72,BIHAR,10,India,400566,312549144,Rejected,4,Medium,517200,367360e4-7296-43b1-8b85-21b262c18b41,Savings,Indian,No,No,,3972042.53,0.0,63
567,Aaryahi Gandhi,173,Betul,9763211270,232129871948,1962-09-03,"H.No. 338, Arya Path",73,MADHYA PRADESH,23,India,400567,1312108630,Rejected,4,Medium,315269,d8780db8-b4db-43bb-b0a9-ca039b51a926,Current,Indian,No,No,,2525847.14,0.0,27
568,Dishani Dixit,174,Bhadrak,1834056101,462473873771,1999-03-22,"73/74
Jaggi Zila",74,ORISSA,21,India,400568,9839971529,Verified,1,Medium,950671,b2c15bef-d931-409c-9cbe-202eb1c047bd,Savings,Indian,No,No,,7395126.03,0.0,49
569,Saanvi Bail,175,Bhadravati,6306758282,171174607493,1998-04-06,"H.No. 697, Din Street",75,KARNATAKA,29,India,400569,912269541681,Pending,2,Low,493610,5691e845-6a35-438e-9715-484223e6820a,Savings,Indian,Yes,No,,9945965.35,26452.76,50
570,Pari Khanna,176,Bhadreswar,6601617951,856840403131,1982-03-22,"18/38, Manne Street",76,WEST BENGAL,19,India,400570,1712488478,Verified,2,Low,466673,e072bfcb-f685-4eec-bce4-e1fd43188d5c,Current,Indian,No,No,,106516.87,0.0,21
571,Raghav Datta,177,Bhagalpur,6388661473,168865012814,1977-01-21,"73/16
Sehgal Chowk",77,BIHAR,10,India,400571,914449234485,Verified,4,Medium,835286,aeec33ac-c642-4374-b2d7-6dbc18902b8a,Savings,Indian,Yes,No,,1673277.87,51181.86,64
572,Himmat Vora,178,Bhalswa Jahangir Pur,3770820180,749430846676,2005-08-13,"H.No. 807, Choudhury Zila",78,NCT OF DELHI,7,India,400572,3930682300,Rejected,2,Low,432800,090cea82-71aa-4980-9ce1-349da904b150,Current,Indian,Yes,Yes,2111524264.0,2741566.78,97212.4,72
573,Jivika Joshi,179,Bharatpur,4701893772,310479663344,2005-04-20,"91
Vala Nagar",79,RAJASTHAN,8,India,400573,6649013765,Pending,3,Medium,868223,12332152-a10c-48c9-bb57-bdc09a3ae845,Savings,Indian,Yes,No,,6420189.75,54822.58,51
574,Anahita Wali,180,Bharuch,4051587087,583447024015,1997-02-12,"714
Wagle Road",80,GUJARAT,24,India,400574,8725094769,Rejected,3,High,679104,30cf1262-32c9-4191-b1ff-9939c590889b,Savings,Indian,No,No,,219371.76,0.0,25
575,Shamik Singh,181,Bhatpara,6789075197,702182632008,1967-03-26,"H.No. 987
Dutt",81,WEST BENGAL,19,India,400575,1803689425,Rejected,3,Medium,273795,0660ef33-5704-43f6-9e9f-8d21896b25a1,Savings,Indian,No,No,,8863175.53,0.0,43
576,Jayesh Chokshi,182,Bhavnagar,5810313332,389811305439,1981-02-13,"73/670, Deshmukh Circle",82,GUJARAT,24,India,400576,4175990562,Verified,3,Medium,165263,4f804f58-8c00-46b3-8a70-8cba43677846,Savings,Indian,Yes,No,,3425471.38,12110.09,35
577,Eshani Sur,183,Bhilai Nagar,7732311155,147491250389,1970-05-28,"H.No. 15, Rout",83,CHHATTISGARH,22,India,400577,528624988,Verified,2,High,119161,4f531dca-36fb-4b3e-aa58-82666634e1a5,Current,Indian,Yes,Yes,1933170085.0,9777569.72,10015.0,46
578,Shayak Chakraborty,184,Bhilwara,5552943029,315794890798,1974-12-17,"H.No. 938, Ramanathan Ganj",84,RAJASTHAN,8,India,400578,6567768606,Verified,1,Medium,373637,594738bc-b863-415e-8d4e-bf91487d030c,Savings,Indian,No,Yes,7710447515.0,2573672.27,0.0,32
579,Anay Bakshi,185,Bhimavaram,7170492892,146902310797,1976-04-06,"49, Maharaj Zila",85,ANDHRA PRADESH,28,India,400579,4156388033,Verified,2,Low,929542,adc46feb-d983-4d5a-93b1-e3c021288094,Savings,Indian,Yes,Yes,3464773085.0,184467.73,17669.47,20
580,Aayush Kota,186,Bhind,7522289680,803548263352,1986-10-17,"H.No. 20, Golla Circle",86,MADHYA PRADESH,23,India,400580,7416086249,Verified,1,High,291881,ffae149f-a206-4442-9b43-25f2b2d8dd2d,Savings,Indian,Yes,No,,6250072.69,69486.33,58
581,Vardaniya Hari,187,Bhiwadi,6002311574,640504190723,1969-08-18,"87/66
Barad Marg",87,RAJASTHAN,8,India,400581,916734127723,Verified,2,High,971647,105f88cb-f257-4b6e-b10d-2f33572b3ff6,Current,Indian,No,Yes,7323141072.0,1656036.46,0.0,74
582,Dhanuk Aggarwal,188,Bhiwandi,1000749750,853650372730,1977-02-23,"83, Sahota Street",88,MAHARASHTRA,27,India,400582,7186821155,Pending,2,Low,398493,59ed9de0-7dc6-4833-94c0-04b6be42260e,Savings,Indian,Yes,Yes,6712973264.0,1969328.35,41858.22,68
583,Parinaaz Shenoy,189,Bhiwani,1596762101,610006692472,1959-10-13,"89/53, Khalsa Path",89,HARYANA,6,India,400583,3204308969,Verified,4,Low,441550,d6f63b6b-bcb7-4ab8-bf8e-fc5930d9021f,Current,Indian,Yes,Yes,9881350051.0,527546.4,72163.63,70
584,Romil Handa,190,Bhopal,8645880674,311723816109,1969-12-29,"947
Dutt Ganj",90,MADHYA PRADESH,23,India,400584,8468332438,Verified,2,High,586871,f3417dec-212f-4d4d-a1b0-b3938e27b4fb,Savings,Indian,Yes,Yes,5130551409.0,4074229.3,71654.01,79
585,Madhup Agate,191,Bhubaneswar Town,1681744874,944931450021,1980-06-10,"H.No. 225
Khare Road",91,ORISSA,21,India,400585,6431714906,Rejected,1,Medium,533027,ee8c8baa-ffe8-4d6c-9296-133dfa59d7a3,Savings,Indian,Yes,Yes,1275923897.0,3987095.28,78837.62,65
586,Shlok Gopal,192,Bhuj,3784455675,720455823458,1992-12-12,"H.No. 229
Chauhan Zila",92,GUJARAT,24,India,400586,2442290959,Pending,1,Low,339545,2894055e-cf5c-4895-a585-63b5a4deb4bf,Savings,Indian,No,Yes,3132539560.0,7558819.11,0.0,49
587,Anika Anne,193,Bhusawal,9318182550,572127226274,1990-05-04,"76/856
Varma Circle",93,MAHARASHTRA,27,India,400587,4070877145,Pending,3,High,785463,7e230f32-c7db-40d0-83d6-756b0e71b25d,Current,Indian,Yes,Yes,5898342101.0,6550091.26,62620.44,68
588,Manikya Din,194,Bid,7370481132,113873064648,2002-03-01,"H.No. 38, Dixit Road",94,MAHARASHTRA,27,India,400588,8976902958,Verified,1,Low,493793,b85b589a-57da-431b-b4c2-cbb1927643b9,Current,Indian,Yes,Yes,1705635574.0,5030192.01,40106.16,40
589,Nirvi Vasa,195,Bidar,6398751598,190307984669,1967-10-26,"48, Saini Chowk",95,KARNATAKA,29,India,400589,4475105571,Pending,3,Medium,572211,7efb0595-6ac6-486b-bbcf-a76abd403c32,Savings,Indian,No,Yes,5123919630.0,4928890.93,0.0,35
590,Hansh Manda,196,Bidhan Nagar,5069483865,114665761740,1985-08-03,"H.No. 72
Dutta Nagar",96,WEST BENGAL,19,India,400590,3685426416,Pending,3,Low,107691,12c2b7c8-6905-43ba-94f8-c12b561f62d9,Savings,Indian,Yes,Yes,2336599047.0,4421843.1,99586.09,59
591,Mamooty Gara,197,Biharsharif,5832316130,596747732968,1972-08-18,"48/94
Lala Ganj",97,BIHAR,10,India,400591,268177856,Rejected,1,High,949284,5cc86dfa-4a8c-47ba-8024-244417ab2a81,Savings,Indian,No,Yes,5761598287.0,4741087.28,0.0,35
592,Anahi Aggarwal,198,Bijapur,1216558468,635807571582,1973-07-15,"H.No. 03
Dutta Chowk",98,KARNATAKA,29,India,400592,1888871582,Rejected,3,Low,478023,6092c995-360a-43f6-adb2-545d38e75e67,Savings,Indian,Yes,No,,158669.58,25138.24,21
593,Yuvraj  Sandhu,199,Bikaner,7875184629,359785839687,1959-05-05,"809
Buch Path",99,RAJASTHAN,8,India,400593,912077556780,Verified,4,High,427268,3760933b-b1cc-4501-a3d1-675acbd5931b,Savings,Indian,No,Yes,1471317761.0,2354813.67,0.0,66
594,Miraya Saraf,200,Bilaspur,8168472947,303048990891,1995-11-11,"25/796
Kuruvilla Nagar",100,CHHATTISGARH,22,India,400594,6772526785,Verified,1,Low,169480,a9b93d87-e03a-4814-9407-0e04bad44d77,Current,Indian,Yes,Yes,8335170019.0,5290808.96,17144.2,68
595,Vritika Khatri,201,Bokaro Steel City,6385922974,277265609827,1992-02-19,"508, Shenoy Chowk",101,JHARKHAND,20,India,400595,9685835539,Rejected,1,Medium,129033,2ee187fa-7c7a-435c-a443-0a34db89367e,Current,Indian,No,No,,142836.36,0.0,20
596,Charvi Venkatesh,202,Bongaon,6217613535,177633654261,1977-03-16,"96/38
Sarin",102,WEST BENGAL,19,India,400596,3492551509,Pending,4,Medium,457266,a1fc5a64-73c8-4e1e-a394-85ac59649770,Current,Indian,Yes,Yes,4594722253.0,2206584.85,14698.12,62
597,Anika Thaker,203,Botad,2015650330,682395676326,1971-04-19,"90, Wagle Nagar",103,GUJARAT,24,India,400597,1153904903,Rejected,1,High,353244,39a4538f-b3e6-4437-b776-d64508c80660,Current,Indian,Yes,No,,9423638.6,44517.57,44
598,Tushar Ahluwalia,204,Brahmapur Town,1653806643,657750113805,1961-10-19,"254
Banerjee Zila",104,ORISSA,21,India,400598,4071044261,Pending,3,Medium,993161,a8fe329a-9f0e-4ca1-be35-366793219c3c,Current,Indian,No,No,,2458975.47,0.0,30
599,Anaya Swamy,205,Budaun,4903225830,657914262123,1977-02-20,"32/86, Thaman Circle",105,UTTAR PRADESH,9,India,400599,910868582042,Rejected,1,High,844926,387819a7-c632-492e-b131-c60b5f79c923,Savings,Indian,No,Yes,5617078852.0,916053.98,0.0,62
600,Mohanlal Soni,206,Bulandshahr,4582579879,832937135757,2002-03-13,"38, Gopal Zila",106,UTTAR PRADESH,9,India,400600,1473148359,Verified,3,Low,528798,1121efb2-b5dd-4413-8859-5726d3491218,Savings,Indian,Yes,Yes,6943268382.0,135756.8,15591.56,21
601,Aarav Sibal,207,Bundi,3169648278,874206351895,1985-08-31,"32/65, Bali Road",107,RAJASTHAN,8,India,400601,9231129884,Pending,1,Medium,825326,d739ed37-62bd-461b-a298-3529ae0875ba,Savings,Indian,No,No,,5953676.65,0.0,67
602,Zara Vasa,208,Burari,3959487191,246272687296,1990-05-31,"67
Balay Chowk",108,NCT OF DELHI,7,India,400602,1183345029,Rejected,3,High,998778,6c34e513-15d4-4d13-9820-26c2549a09e8,Current,Indian,Yes,No,,4502394.16,25841.98,30
603,Vidur Chakrabarti,209,Burhanpur,1659449234,727265335023,1978-11-09,"09, Chad Path",109,MADHYA PRADESH,23,India,400603,6112731484,Pending,3,Medium,350116,4d9f21bf-7b9f-472a-ad27-eef459e683a8,Current,Indian,No,No,,2687777.68,0.0,32
604,Lagan Lalla,210,Buxar,5654872024,292820447455,1999-01-23,"60/58
Mahajan Nagar",110,BIHAR,10,India,400604,3614418575,Verified,2,High,293060,c7b089fa-da30-4f8c-9267-02c3d18c2951,Current,Indian,Yes,Yes,4544299526.0,5540443.35,27686.51,50
605,Ishaan Kapadia,211,Champdani,1301906065,656799461408,1992-11-26,"71/58
Mangat Path",111,WEST BENGAL,19,India,400605,9674407412,Rejected,3,High,471706,5050bbd7-d48b-4eb2-917b-583802feee0a,Current,Indian,Yes,No,,2686105.55,37249.64,29
606,Gatik Sarna,212,Chandannagar,7915652638,184470898286,1983-12-08,"H.No. 20
Mallick Path",112,WEST BENGAL,19,India,400606,5495681296,Rejected,4,Low,483114,8538afef-cf63-4dfe-9e99-a2a84f2944d0,Current,Indian,Yes,Yes,1938083781.0,5978208.84,22273.58,50
607,Gatik Ganguly,213,Chandausi,6964897051,759486165267,2001-07-05,"54/20, Kuruvilla Street",113,UTTAR PRADESH,9,India,400607,910813205941,Pending,2,Low,228086,2b62d54b-a363-4d3b-81ba-be93afe37299,Savings,Indian,Yes,No,,2990899.93,93803.17,68
608,Saanvi Dar,214,Chandigarh,8833833279,803934809694,1970-08-18,"07/437
Ahuja Road",114,CHANDIGARH,4,India,400608,742319599,Verified,3,High,931476,c7ec748a-54e5-4b2b-b598-5f5212a9d8b8,Current,Indian,Yes,Yes,3050810802.0,238068.82,2345.81,25
609,Emir Butala,215,Chandrapur,6997820907,465243824813,2002-06-12,"98/65
Basu Marg",115,MAHARASHTRA,27,India,400609,9408731436,Verified,4,High,192727,278ac011-d1e8-4e30-8fdb-e35ea5ec0a54,Savings,Indian,Yes,Yes,6302261410.0,148598.31,15353.86,23
610,Shray Barad,216,Chapra,6660385951,328046992834,1960-05-13,"94/93, Dayal Marg",116,BIHAR,10,India,400610,8368643174,Verified,2,High,721016,05601355-a2ae-4d36-8d12-62de9c154328,Savings,Indian,No,No,,3311411.52,0.0,32
611,Shayak Sehgal,217,Chas,1362888043,536024627345,1979-03-12,"47/291
Divan Marg",117,JHARKHAND,20,India,400611,1885517887,Pending,1,Low,267982,9c233bb6-cd9a-40e5-b601-d8ebfdd0ec6b,Current,Indian,No,Yes,3377892091.0,6657959.78,0.0,60
612,Purab Chaudry,218,Chennai,8880789017,315714873511,2000-08-06,"80/98
Srinivas Road",118,TAMIL NADU,33,India,400612,911795232761,Pending,3,Medium,929415,9f4510fe-08a9-46d1-8035-dc014387e906,Savings,Indian,No,Yes,3818681472.0,223695.62,0.0,20
613,Ryan Rastogi,219,Chhattarpur,4876362688,410932789047,2005-04-17,"14
Hans Marg",119,MADHYA PRADESH,23,India,400613,9472787775,Pending,2,Medium,326380,f7eb2e68-cc5a-47ff-adae-30a10a88c52a,Current,Indian,Yes,No,,3011083.05,13726.24,34
614,Renee Dara,220,Chhindwara,8750399892,791531571327,1994-06-22,"H.No. 19
Agrawal Street",120,MADHYA PRADESH,23,India,400614,913065871031,Rejected,3,Medium,701241,ac421f8c-07e4-4963-9284-7578c21a5ded,Savings,Indian,Yes,No,,1096254.58,45360.16,77
615,Bhavin Kakar,221,Chikmagalur,8612425744,821544579698,1983-03-12,"702, Kapur Road",121,KARNATAKA,29,India,400615,6858697381,Pending,1,Low,589162,7337d219-c978-4bff-8e6d-c6219a0f2771,Savings,Indian,No,No,,148815.56,0.0,18
616,Divyansh Mandal,222,Chilakaluripet,8488200409,182505793413,1982-06-26,"30
Mane Road",122,ANDHRA PRADESH,28,India,400616,918813540026,Pending,4,Low,176042,7c22f8fb-029b-4d31-b2d7-7d942de6e01f,Current,Indian,Yes,Yes,7377607139.0,6766510.21,28721.25,39
617,Vritika Zachariah,223,Chitradurga,2089257446,652830787314,1995-09-15,"H.No. 01, Ravel Street",123,KARNATAKA,29,India,400617,1298662522,Pending,1,Low,594379,2dc6019d-5c1e-41bb-9d16-de97c7245c12,Savings,Indian,Yes,Yes,9311286176.0,158070.76,26838.69,18
618,Mannat Dubey,224,Chittaurgarh,5319818451,604971634880,1978-09-19,"51/281
Deshmukh Marg",124,RAJASTHAN,8,India,400618,6121521031,Pending,4,High,689097,c0abb324-c658-4bdd-99e9-b052f679b0eb,Current,Indian,Yes,No,,3352099.64,75667.23,56
619,Kanav Chokshi,225,Chittoor,3769488699,550298152079,1998-02-11,"H.No. 39, Kapur Street",125,ANDHRA PRADESH,28,India,400619,2086446195,Pending,2,Low,833066,4f688448-4345-495f-9ef5-a3fef3bf104e,Current,Indian,No,Yes,1796371341.0,7053309.8,0.0,42
620,Tara Amble,226,Churu,7762225541,180219070111,2005-09-29,"29/53, Hari Zila",126,RAJASTHAN,8,India,400620,919633888663,Verified,2,Low,386454,34970266-247e-48a6-ae52-d6af9644ff43,Current,Indian,Yes,Yes,2045571295.0,228042.81,22006.1,23
621,Urvi Dhillon,227,Coimbatore,6215978777,174274553685,1986-10-30,"569, Sengupta Nagar",127,TAMIL NADU,33,India,400621,911141156471,Pending,1,Medium,268362,154757dc-448a-4c20-a045-f24dfef98de5,Current,Indian,No,No,,6520211.26,0.0,70
622,Shalv Kohli,228,Cuddalore,3823790084,437911410583,1958-03-11,"161
Goda Circle",128,TAMIL NADU,33,India,400622,7618730903,Pending,2,Low,968659,7afe1db9-a2b8-4021-9eff-68d1f3f25eb6,Savings,Indian,No,No,,4908105.02,0.0,80
623,Miraan Dayal,229,Cuttack,2978249990,978053810811,2000-10-15,"H.No. 53
Shetty Circle",129,ORISSA,21,India,400623,919999900766,Verified,1,Medium,836495,a9e5e379-9ea4-484b-8082-35f9fa596e87,Savings,Indian,No,Yes,2026822561.0,9950026.79,0.0,48
624,Bhavin Dhaliwal,230,Dabgram,9854056435,426582107252,1995-08-09,"47/252
Ghosh Nagar",130,WEST BENGAL,19,India,400624,6637934206,Rejected,2,Medium,229533,228b29ad-38db-4ada-a4a1-36f3b7821f28,Current,Indian,No,Yes,5548266433.0,9176892.16,0.0,50
625,Samarth Sahni,231,Dallo Pura,9879441125,106757981837,1974-11-30,"010, Verma Path",131,NCT OF DELHI,7,India,400625,4701274225,Rejected,4,Low,951978,1aef09cc-c9ce-43a0-9a29-df403497b289,Savings,Indian,Yes,Yes,6233613974.0,8416996.73,49961.45,41
626,Ojas Sood,232,Damoh,7584691496,547803850788,1973-02-28,"113, Chokshi Chowk",132,MADHYA PRADESH,23,India,400626,917550523657,Pending,1,Low,517597,4776cffe-d0e0-4bae-8b91-55acb07906ee,Current,Indian,No,Yes,1439900691.0,2870876.21,0.0,55
627,Bhamini Brar,233,Darbhanga,4614483589,111790137877,1974-07-27,"H.No. 17, Raval Path",133,BIHAR,10,India,400627,919128870869,Pending,2,Medium,233507,d19d7ced-2fab-42bd-9efe-1954c1113a4c,Savings,Indian,No,Yes,3249246490.0,4648942.22,0.0,61
628,Dhanuk Tella,234,Darjiling,3176565820,934229859582,1971-09-24,"48/600, Savant Circle",134,WEST BENGAL,19,India,400628,8942032954,Verified,3,Medium,955802,401fe572-cf75-4f80-a309-2b88e8310203,Current,Indian,Yes,Yes,2417095144.0,3931230.21,35618.59,69
629,Nitara Srivastava,235,Datia,3824675480,450443125160,1978-02-07,"26, Talwar Chowk",135,MADHYA PRADESH,23,India,400629,9950311758,Verified,4,Medium,327750,f12995e0-aedd-43ae-9388-fe9ad7c8c2dc,Current,Indian,Yes,No,,6133501.97,21313.22,48
630,Stuvan Babu,236,Davanagere,4069502768,251777030109,1964-03-24,"23/45
Korpal",136,KARNATAKA,29,India,400630,416621614,Pending,3,High,889303,2fb3b4d7-b752-43e3-981e-3005be2d1969,Current,Indian,No,No,,2841099.11,0.0,66
631,Diya Bahri,237,Deesa,3546504233,649447467282,1960-11-25,"239
Basu Path",137,GUJARAT,24,India,400631,912727538030,Rejected,3,Low,857730,dc108808-44a7-4a9e-8e51-7080cfe58034,Current,Indian,Yes,No,,2490760.54,81027.4,62
632,Pranay Kapoor,238,Dehradun,1979469113,932877174846,1998-02-16,"H.No. 799, Sengupta Chowk",138,UTTARAKHAND,5,India,400632,4565111795,Verified,2,Low,732382,8033646e-6e5e-472a-9cfa-c2873d6a8601,Current,Indian,No,No,,4208317.03,0.0,64
633,Amani Manda,239,Dehri,4652537238,496039167554,2001-11-22,"739, Sachar Street",139,BIHAR,10,India,400633,918681113618,Rejected,2,High,285041,29287cd5-0654-4c04-9537-6576380e8ac3,Current,Indian,No,Yes,9735035580.0,7937550.73,0.0,36
634,Reyansh Kapur,240,Delhi,6243068032,480855936311,1988-04-05,"H.No. 01
Jayaraman Path",140,NCT OF DELHI,7,India,400634,785423550,Verified,3,High,262796,cc78e045-3dfb-4ac4-a9e0-3fd2f9aed18e,Savings,Indian,Yes,No,,4991282.45,68132.0,54
635,Hiran Varughese,241,Delhi Cantonment,6063943337,514295306054,1981-04-29,"55/371
Mani Marg",141,NCT OF DELHI,7,India,400635,910912390871,Pending,2,High,230209,af7db957-5ac2-4db7-a850-2aee3fa74fec,Current,Indian,Yes,No,,4614023.21,31238.85,35
636,Kiaan Dugal,242,Deoghar,5646047564,376341887258,1968-10-14,"H.No. 875, Master Road",142,JHARKHAND,20,India,400636,1706378703,Verified,2,Low,287789,8affeb57-e768-46ab-acd4-82cd6ea66436,Current,Indian,No,No,,7856559.74,0.0,45
637,Divij Iyer,243,Deoli,6861170260,893999821657,1983-02-25,"480
Gour Path",143,NCT OF DELHI,7,India,400637,913236208592,Rejected,1,High,514386,f567403e-4528-4d31-92dd-ed4a411a7695,Savings,Indian,Yes,Yes,7973386493.0,1783411.07,35703.06,31
638,Manikya Sahota,244,Deoria,8919660558,430571316690,1987-07-01,"42/348, Cheema Ganj",144,UTTAR PRADESH,9,India,400638,8290955307,Rejected,1,High,474646,10bffa46-149c-4cf2-8c6f-feb5bb80cbc6,Current,Indian,Yes,Yes,3720176753.0,4312488.1,14256.08,75
